商品id,一级品类,二级品类,商品标题,商品价格,省份,商品销量,店铺名称,店铺标签,先用后付,退货宝,风格,面料,版型,适用季节
\t170787853229,玩具乐器,儿童玩具,儿童玩具2025新款,2194.48,河南,5万+人付款,优品玩具店旗舰店,,,退货宝,,,,
\t851221119883,美妆护肤,香水,香水2025新款,58.26,浙江,5万+人付款,优品美妆店,正品保障,,,,,,
\t840111723375,农资园艺,种子,种子高品质,618.99,山东,1000+人付款,鲁时尚农资店旗舰店,正品保障,,,,,,
\t418060815360,服饰鞋包,箱包,冬季箱包宽松热销,132.97,黑龙江,1万+人付款,诚信服饰店旗舰店,8年老店,,,休闲风,丝光棉,,
\t157457611627,礼品鲜花,鲜花,鲜花官方正品,1738.79,山西,500+人付款,晋品质礼品店专卖店,8年老店,,,,,,
\t335199464510,农资园艺,种子,种子高品质,778.78,山东,100+人付款,品质农资店旗舰店,5年老店,,,,,,
\t170791793918,食品生鲜,海鲜,海鲜高品质,471.24,辽宁,2000+人付款,优品食品店,正品保障,,,,,,
\t182679951733,美妆护肤,身体护理,身体护理官方正品,462.44,天津,5000+人付款,优品美妆店,5年老店,,,,,,
\t919760346872,宠物用品,玩具,玩具百搭正品,66.24,辽宁,1000+人付款,辽优品宠物店,皇冠店铺,,,时尚风,,,秋季
\t284035946566,礼品鲜花,永生花,永生花高品质,1213.76,山东,2000+人付款,鲁品质礼品店,回头客5万,,,,,,
\t793349585729,数码家电,家电,家电2025新款户外,2417.36,广东,2000+人付款,时尚数码店专卖店,金牌卖家,,,,,,
\t617796506072,医药健康,保健品,保健品官方正品,200.2,重庆,2000+人付款,时尚医药店,极速发货,,退货宝,,,,
\t404210117948,食品生鲜,水果,水果官方正品,268.85,山西,2万+人付款,品质食品店,回头客3千,,,,,,
\t899868473450,图书音像,少儿,少儿2025新款,66.05,上海,1000+人付款,沪时尚图书店专卖店,8年老店,,,,,,
\t415570338023,宠物用品,食品,夏季食品修身正品,92.06,云南,100+人付款,优品宠物店旗舰店,皇冠店铺,,,,,,夏季
\t481032371100,钟表珠宝,项链,项链2025新款,1750.99,重庆,5万+人付款,优品钟表店旗舰店,回头客10万,先用后付,,,,,
\t708875404209,食品生鲜,水果,水果官方正品,416.88,江苏,5000+人付款,优品食品店专卖店,,,,,,,
\t737049693979,农资园艺,种子,种子官方正品,475.24,广东,10万+人付款,时尚农资店专卖店,回头客3千,,,,,,
\t482033143000,图书音像,小说,小说官方正品,285.84,云南,5000+人付款,优品图书店专卖店,皇冠店铺,,,,,,
\t854186608888,美妆护肤,香水,香水官方正品,206.26,湖南,500+人付款,诚信美妆店,正品保障,,退货宝,,,,
\t471662654286,母婴用品,纸尿裤,纸尿裤宽松2025新款,640.93,四川,500+人付款,优品母婴店,正品保障,,,时尚风,莫代尔,,
\t951462761170,钟表珠宝,耳环,耳环2025新款,2089.47,安徽,5000+人付款,诚信钟表店,回头客10万,,,,,,
\t327320132152,宠物用品,护理,护理百搭正品,238.15,河北,10万+人付款,冀诚信宠物店专卖店,回头客3千,,,通勤风,,,秋季
\t142942463489,礼品鲜花,礼盒,礼盒高品质,380.88,广东,500+人付款,诚信礼品店旗舰店,回头客1万,,退货宝,,,,
\t187035622759,宠物用品,护理,护理修身2025新款,93.26,浙江,2000+人付款,诚信宠物店,皇冠店铺,,,休闲风,,,秋季
\t446107488913,汽车用品,装饰,装饰官方正品,884.83,重庆,5000+人付款,品质汽车店旗舰店,回头客1万,,,,,,
\t253692362782,汽车用品,装饰,装饰2025新款,300.92,江苏,1000+人付款,时尚汽车店旗舰店,,,,,,,
\t792012499781,农资园艺,农具,农具2025新款,78.76,北京,5000+人付款,诚信农资店专卖店,,,退货宝,,,,
\t778667622789,美妆护肤,面部护理,面部护理高品质,496.79,吉林,5000+人付款,优品美妆店专卖店,5年老店,,退货宝,,,,
\t986231493969,食品生鲜,水果,水果高品质,403.75,浙江,1000+人付款,浙品质食品店旗舰店,回头客1万,,退货宝,,,,
\t384767008292,农资园艺,盆栽,盆栽高品质,66.6,山西,2000+人付款,品质农资店,,先用后付,,,,,
\t833441505322,玩具乐器,模型,模型官方正品,1589.4,上海,1000+人付款,时尚玩具店,回头客3千,,,,,,
\t544856123260,钟表珠宝,项链,项链2025新款,3310.95,山东,5000+人付款,品质钟表店旗舰店,5年老店,,,,,,
\t925908251142,运动户外,户外装备,夏季户外装备百搭2025新款,586.29,广东,2000+人付款,诚信运动店专卖店,正品保障,,,休闲风,,,
\t975384304409,钟表珠宝,项链,项链官方正品,1479.3,四川,50万+人付款,优品钟表店专卖店,回头客3千,,,,,,
\t512722097034,服饰鞋包,男装,秋季男装修身热销,871.24,河北,2000+人付款,优品服饰店,回头客5万,先用后付,退货宝,,纯棉,标准型,冬季
\t312095253814,玩具乐器,手办,手办官方正品,495.4,山东,500+人付款,鲁诚信玩具店,8年老店,,,,,,
\t848124187200,钟表珠宝,手链,手链高品质,3938.86,海南,20万+人付款,品质钟表店专卖店,金牌卖家,,,,,,
\t454410504734,母婴用品,辅食,冬季辅食百搭热销,86.17,河南,500+人付款,豫时尚母婴店,5年老店,先用后付,,休闲风,聚酯纤维,,春秋季
\t750559633487,食品生鲜,肉类,肉类2025新款,469.43,辽宁,2000+人付款,优品食品店专卖店,金牌卖家,,,,,,
\t431836888232,玩具乐器,手办,手办高品质,757.82,广东,100+人付款,品质玩具店专卖店,回头客10万,先用后付,,,,,
\t713555412350,服饰鞋包,鞋靴,鞋靴宽松正品,575.55,江苏,200+人付款,苏优品服饰店专卖店,回头客1万,,,时尚风,羊毛,标准型,冬季
\t219441624326,农资园艺,肥料,肥料高品质,557.23,四川,1000+人付款,诚信农资店,皇冠店铺,,退货宝,,,,
\t325505254540,宠物用品,用品,用品修身热销,365.98,北京,200+人付款,优品宠物店专卖店,极速发货,,,通勤风,,,夏季
\t449271014149,美妆护肤,面部护理,面部护理高品质,514.21,陕西,1万+人付款,品质美妆店旗舰店,皇冠店铺,,,,,,
\t384308834868,母婴用品,纸尿裤,冬季纸尿裤修身热销,57.88,陕西,1000+人付款,陕品质母婴店,5年老店,,,,纯棉,,春秋季
\t920242543550,玩具乐器,模型,模型2025新款,761.22,吉林,1000+人付款,诚信玩具店,回头客10万,,,,,,
\t189093649809,数码家电,电脑,电脑官方正品办公,1980.44,北京,2万+人付款,京优品数码店,正品保障,,,,,,
\t912864649502,家居生活,收纳,收纳2025新款家用,206.26,重庆,500+人付款,诚信家居店专卖店,回头客1万,,,,,,
\t635119356252,汽车用品,清洁,清洁高品质,1184.92,吉林,500+人付款,吉诚信汽车店专卖店,8年老店,,,,,,
\t815754056925,宠物用品,用品,秋季用品宽松2025新款,301.07,江苏,100+人付款,苏品质宠物店,极速发货,,,,,,
\t857914893629,宠物用品,护理,夏季护理宽松正品,130.89,新疆,1万+人付款,品质宠物店,回头客1万,先用后付,,通勤风,,,春季
\t421133647972,家居生活,家纺,家纺高品质户外,1085.66,广东,2000+人付款,诚信家居店旗舰店,回头客3千,,,,,,
\t249612396377,家居生活,厨具,厨具官方正品家用,358.29,广东,1万+人付款,优品家居店,回头客10万,,,,,,
\t291290862735,礼品鲜花,定制礼品,定制礼品高品质,86.94,云南,1万+人付款,时尚礼品店专卖店,回头客10万,,,,,,
\t236033874454,数码家电,电脑,电脑官方正品办公,5447.56,安徽,1万+人付款,优品数码店专卖店,极速发货,,,,,,
\t912413689071,母婴用品,奶粉,秋季奶粉宽松正品,994.76,新疆,2万+人付款,优品母婴店,回头客1万,,,通勤风,,,春季
\t374466566182,宠物用品,服饰,服饰修身正品,198.61,黑龙江,1万+人付款,黑品质宠物店旗舰店,回头客1万,,,时尚风,,,
\t258299438607,运动户外,户外装备,户外装备百搭正品,306.72,广东,10万+人付款,粤优品运动店专卖店,回头客3千,,退货宝,时尚风,,修身型,
\t158028744764,数码家电,耳机,耳机高品质户外,1129.09,澳门,50万+人付款,澳优品数码店,,,,,,,
\t401943504713,母婴用品,奶粉,秋季奶粉修身热销,946.56,河南,2000+人付款,品质母婴店,,,,,羊毛,,春秋季
\t539151094709,宠物用品,玩具,夏季玩具宽松2025新款,244.01,香港,100+人付款,港优品宠物店,皇冠店铺,,,,,,冬季
\t179912090179,美妆护肤,彩妆,彩妆2025新款,629.16,河北,500+人付款,冀优品美妆店专卖店,正品保障,,,,,,
\t938241063248,数码家电,手机,手机官方正品户外,5426.72,河北,500+人付款,诚信数码店专卖店,8年老店,,退货宝,,,,
\t801096492358,食品生鲜,海鲜,海鲜官方正品,381.38,江苏,200+人付款,优品食品店,皇冠店铺,,,,,,
\t801233306367,钟表珠宝,戒指,戒指2025新款,1767.05,香港,500+人付款,诚信钟表店旗舰店,回头客5万,,,,,,
\t833837214747,家居生活,装饰,装饰2025新款家用,2690.82,吉林,1000+人付款,品质家居店,,,退货宝,,,,
\t531427101336,食品生鲜,海鲜,海鲜官方正品,211.86,甘肃,100+人付款,优品食品店专卖店,皇冠店铺,,,,,,
\t214655063334,宠物用品,服饰,夏季服饰百搭正品,116.63,安徽,5000+人付款,诚信宠物店,回头客1万,,,通勤风,,,春秋季
\t172245141889,农资园艺,种子,种子官方正品,884.55,重庆,500+人付款,时尚农资店,回头客3千,,,,,,
\t144204482545,钟表珠宝,戒指,戒指2025新款,3302.93,湖北,1万+人付款,品质钟表店专卖店,金牌卖家,,,,,,
\t615542699078,礼品鲜花,礼品,礼品高品质,883.31,广东,20万+人付款,品质礼品店,回头客5万,,,,,,
\t849170504858,农资园艺,花卉,花卉高品质,786.38,安徽,1000+人付款,优品农资店旗舰店,回头客3千,,,,,,
\t181525191387,宠物用品,护理,春季护理宽松2025新款,227.75,安徽,200+人付款,品质宠物店,正品保障,,,通勤风,,,秋季
\t212196893703,数码家电,耳机,耳机高品质办公,5942.11,北京,1000+人付款,优品数码店,5年老店,,,,,,
\t678399247829,母婴用品,纸尿裤,秋季纸尿裤修身2025新款,1231.14,河北,500+人付款,诚信母婴店,,,,,丝光棉,,夏季
\t174919227908,母婴用品,童装,秋季童装修身正品,797.34,重庆,20万+人付款,时尚母婴店专卖店,8年老店,,,通勤风,丝光棉,,冬季
\t426351703776,家居生活,家纺,家纺2025新款家用,2982.38,上海,2000+人付款,时尚家居店专卖店,正品保障,,,,,,
\t948305095262,食品生鲜,海鲜,海鲜高品质,253.07,海南,20万+人付款,时尚食品店专卖店,正品保障,先用后付,,,,,
\t268031071681,服饰鞋包,男装,秋季男装百搭热销,365.03,山西,2000+人付款,晋诚信服饰店旗舰店,5年老店,,,通勤风,纯棉,修身型,春秋季
\t162714932571,家居生活,厨具,厨具官方正品户外,1189.03,安徽,1万+人付款,优品家居店旗舰店,回头客3千,,退货宝,,,,
\t433896560418,医药健康,保健品,保健品官方正品,1334.23,四川,2000+人付款,川诚信医药店,回头客5万,,,,,,
\t760297471849,母婴用品,童装,夏季童装百搭热销,1274.89,四川,2000+人付款,诚信母婴店旗舰店,回头客1万,,,时尚风,,,秋季
\t768423431731,农资园艺,农具,农具2025新款,567.7,湖北,5000+人付款,诚信农资店专卖店,,,退货宝,,,,
\t295901841429,汽车用品,保养,保养2025新款,84.45,上海,1万+人付款,诚信汽车店,5年老店,先用后付,,,,,
\t704752175583,服饰鞋包,女装,春季女装百搭2025新款,432.83,云南,2万+人付款,品质服饰店,极速发货,,,,纯棉,宽松型,春季
\t979384658143,运动户外,运动服,运动服百搭2025新款,903.07,浙江,1000+人付款,品质运动店,,,,休闲风,,宽松型,
\t877733441120,家居生活,家纺,家纺高品质户外,751.19,天津,1000+人付款,时尚家居店旗舰店,回头客3千,,退货宝,,,,
\t146070598882,运动户外,健身器材,健身器材修身热销,951.47,广东,1000+人付款,优品运动店旗舰店,8年老店,先用后付,,休闲风,,标准型,夏季
\t931526975435,图书音像,社科,社科高品质,152.69,江苏,2000+人付款,品质图书店,回头客3千,,,,,,
\t820095365371,医药健康,医疗器械,医疗器械官方正品,611.29,江苏,500+人付款,品质医药店,正品保障,,,,,,
\t121514820379,玩具乐器,乐器,乐器2025新款,2082.33,天津,1000+人付款,津时尚玩具店,极速发货,,,,,,
\t101260049611,数码家电,手机,手机官方正品户外,5166.5,河南,1000+人付款,优品数码店,8年老店,,,,,,
\t604137073032,服饰鞋包,箱包,箱包修身正品,724.79,澳门,100+人付款,品质服饰店,,,,通勤风,丝光棉,,
\t536377972953,钟表珠宝,项链,项链2025新款,662.53,江苏,200+人付款,苏诚信钟表店旗舰店,回头客3千,先用后付,,,,,
\t200267760658,母婴用品,奶粉,冬季奶粉宽松2025新款,74.05,北京,5000+人付款,时尚母婴店,5年老店,,,时尚风,丝光棉,,春季
\t593889614171,汽车用品,清洁,清洁2025新款,914.53,山东,1000+人付款,时尚汽车店,极速发货,先用后付,退货宝,,,,
\t390234789584,宠物用品,用品,秋季用品宽松正品,206.2,安徽,500+人付款,时尚宠物店旗舰店,回头客5万,,,休闲风,,,
\t712631633035,运动户外,运动鞋,秋季运动鞋百搭正品,1352.41,四川,1000+人付款,品质运动店专卖店,金牌卖家,,退货宝,休闲风,,标准型,春季
\t468188030674,汽车用品,清洁,清洁官方正品,738.28,宁夏,1000+人付款,优品汽车店旗舰店,,,,,,,
\t814597640547,数码家电,手机,手机官方正品户外,3210.76,江苏,1万+人付款,苏优品数码店,5年老店,,,,,,
\t737090824981,汽车用品,保养,保养2025新款,618.02,广东,1000+人付款,粤诚信汽车店,极速发货,,,,,,
\t403813296321,宠物用品,护理,夏季护理百搭2025新款,282.16,湖南,500+人付款,湘品质宠物店旗舰店,金牌卖家,先用后付,,通勤风,,,
\t460118358404,运动户外,运动鞋,运动鞋宽松热销,798.2,河南,2000+人付款,品质运动店,回头客3千,,退货宝,,,标准型,夏季
\t550863636038,玩具乐器,手办,手办高品质,1582.95,江苏,500+人付款,品质玩具店旗舰店,金牌卖家,,,,,,
\t418101574037,农资园艺,花卉,花卉2025新款,51.54,广东,1000+人付款,优品农资店旗舰店,极速发货,,,,,,
\t460285104987,钟表珠宝,手表,手表官方正品,885.59,山东,1000+人付款,鲁品质钟表店,皇冠店铺,,退货宝,,,,
\t636149987139,农资园艺,农具,农具官方正品,99.22,江苏,200+人付款,诚信农资店,5年老店,先用后付,,,,,
\t671802999661,农资园艺,盆栽,盆栽2025新款,59.73,河南,100+人付款,豫时尚农资店旗舰店,回头客5万,,,,,,
\t988523927719,礼品鲜花,礼品,礼品高品质,512.59,广西,200+人付款,时尚礼品店专卖店,回头客5万,,,,,,
\t428246300676,家居生活,厨具,厨具官方正品户外,1085.43,天津,200+人付款,时尚家居店旗舰店,回头客3千,先用后付,退货宝,,,,
\t294448042858,医药健康,计生用品,计生用品官方正品,50.61,湖北,1000+人付款,时尚医药店,回头客5万,,,,,,
\t423451183301,运动户外,运动服,秋季运动服修身正品,1388.98,广东,1000+人付款,品质运动店,,,,,,修身型,秋季
\t483552708826,医药健康,医疗器械,医疗器械2025新款,51.22,上海,500+人付款,沪诚信医药店专卖店,皇冠店铺,先用后付,,,,,
\t641207212027,农资园艺,盆栽,盆栽官方正品,445.5,天津,500+人付款,津品质农资店,金牌卖家,,,,,,
\t298824867621,食品生鲜,零食,零食2025新款,445.91,浙江,5000+人付款,浙诚信食品店,回头客10万,,,,,,
\t509167899101,家居生活,家具,家具官方正品家用,1660.13,辽宁,2000+人付款,时尚家居店,皇冠店铺,先用后付,,,,,
\t348960139922,服饰鞋包,配饰,配饰宽松热销,581.9,陕西,1000+人付款,品质服饰店专卖店,回头客1万,,,,,,
\t308725233903,数码家电,手机,手机官方正品户外,4525.27,黑龙江,1万+人付款,黑时尚数码店专卖店,5年老店,,,,,,
\t234478330044,农资园艺,肥料,肥料高品质,747.5,重庆,1000+人付款,优品农资店,皇冠店铺,,,,,,
\t820816908409,玩具乐器,乐器,乐器高品质,1119.63,浙江,2万+人付款,优品玩具店,金牌卖家,先用后付,,,,,
\t431820480395,农资园艺,盆栽,盆栽高品质,364.93,海南,100+人付款,时尚农资店专卖店,回头客3千,,,,,,
\t663340381980,图书音像,经管,经管2025新款,41.33,浙江,1000+人付款,时尚图书店,回头客1万,,,,,,
\t293717142381,钟表珠宝,手链,手链2025新款,3028.14,浙江,1000+人付款,浙优品钟表店专卖店,皇冠店铺,先用后付,退货宝,,,,
\t605922673353,农资园艺,肥料,肥料官方正品,893.88,江苏,5000+人付款,时尚农资店旗舰店,皇冠店铺,,,,,,
\t215451464398,农资园艺,肥料,肥料官方正品,876.52,山西,500+人付款,优品农资店旗舰店,极速发货,,,,,,
