商品id,一级品类,二级品类,商品标题,商品价格,省份,商品销量,店铺名称,店铺标签,先用后付,退货宝,风格,面料,版型,适用季节,销量下限
439794124464,运动户外,运动服,运动服百搭2025新款,272.58,吉林,1000+人付款,时尚运动店,5年老店,未提供,未提供,,,宽松型,春秋季,1000
727636907318,汽车用品,电子,电子2025新款,587.25,天津,500+人付款,诚信汽车店专卖店,极速发货,未提供,未提供,,,,,500
951918942956,农资园艺,花卉,花卉高品质,792.88,甘肃,2万+人付款,甘时尚农资店旗舰店,回头客3千,未提供,未提供,,,,,20000
193133257103,食品生鲜,零食,零食高品质,256.02,河北,2000+人付款,时尚食品店旗舰店,极速发货,未提供,未提供,,,,,2000
918001819052,家居生活,家具,家具官方正品家用,2307.97,广东,2万+人付款,粤品质家居店,,未提供,未提供,,,,,20000
552354943402,食品生鲜,零食,零食高品质,186.69,重庆,1000+人付款,诚信食品店旗舰店,,未提供,未提供,,,,,1000
219323014969,宠物用品,玩具,春季玩具百搭2025新款,210.85,安徽,5000+人付款,皖优品宠物店,回头客3千,未提供,未提供,,,,秋季,5000
666683461326,数码家电,手机,手机官方正品户外,4743.31,福建,500+人付款,闽时尚数码店,正品保障,未提供,未提供,,,,,500
279946037029,运动户外,健身器材,健身器材百搭热销,395.26,新疆,5000+人付款,新品质运动店旗舰店,正品保障,未提供,未提供,,,标准型,,5000
151130060925,母婴用品,玩具,玩具百搭热销,87.05,浙江,500+人付款,浙品质母婴店专卖店,回头客5万,先用后付,未提供,,羊毛,,冬季,500
598118878225,图书音像,社科,社科官方正品,23.84,广西,1万+人付款,桂时尚图书店,回头客3千,先用后付,退货宝,,,,,10000
425987950686,礼品鲜花,礼盒,礼盒官方正品,1695.14,江苏,2000+人付款,苏品质礼品店旗舰店,,未提供,未提供,,,,,2000
921964132158,汽车用品,装饰,装饰高品质,952.63,贵州,5万+人付款,优品汽车店专卖店,回头客10万,未提供,未提供,,,,,50000
435800462691,玩具乐器,乐器,乐器2025新款,1093.85,西藏,500+人付款,优品玩具店,皇冠店铺,先用后付,未提供,,,,,500
144962392906,医药健康,药品,药品2025新款,934.48,福建,100+人付款,闽品质医药店旗舰店,8年老店,未提供,未提供,,,,,100
571899916840,服饰鞋包,配饰,冬季配饰修身热销,575.66,广东,5000+人付款,诚信服饰店,金牌卖家,未提供,未提供,,纯棉,标准型,春季,5000
337970039399,医药健康,医疗器械,医疗器械2025新款,1209.6,四川,1000+人付款,优品医药店,皇冠店铺,未提供,未提供,,,,,1000
218793558366,礼品鲜花,定制礼品,定制礼品2025新款,1531.05,湖南,500+人付款,诚信礼品店旗舰店,,未提供,未提供,,,,,500
884520504093,母婴用品,奶粉,夏季奶粉百搭2025新款,1098.25,云南,100+人付款,时尚母婴店旗舰店,回头客10万,未提供,未提供,时尚风,羊毛,,春秋季,100
196539675062,钟表珠宝,戒指,戒指高品质,3642.33,湖北,100+人付款,时尚钟表店,回头客5万,未提供,未提供,,,,,100
414188881223,汽车用品,装饰,装饰官方正品,294.9,四川,500+人付款,时尚汽车店专卖店,8年老店,先用后付,未提供,,,,,500
171976263050,母婴用品,纸尿裤,纸尿裤宽松2025新款,153.68,湖北,1000+人付款,优品母婴店,5年老店,未提供,未提供,休闲风,聚酯纤维,,,1000
434910688799,运动户外,健身器材,秋季健身器材百搭2025新款,1335.9,吉林,5000+人付款,吉诚信运动店,金牌卖家,先用后付,未提供,,,,,5000
779785530518,运动户外,健身器材,夏季健身器材宽松2025新款,684.61,广西,2000+人付款,品质运动店,5年老店,未提供,未提供,,,修身型,秋季,2000
330237368510,玩具乐器,模型,模型官方正品,1873.37,上海,100+人付款,优品玩具店专卖店,回头客10万,未提供,退货宝,,,,,100
722491434436,玩具乐器,手办,手办2025新款,632.91,贵州,500+人付款,品质玩具店专卖店,皇冠店铺,先用后付,未提供,,,,,500
263325696274,食品生鲜,零食,零食高品质,205.54,江西,50万+人付款,品质食品店旗舰店,,未提供,未提供,,,,,500000
480179222941,宠物用品,玩具,冬季玩具百搭热销,132.36,香港,2000+人付款,品质宠物店,极速发货,未提供,未提供,休闲风,,,秋季,2000
504112786475,农资园艺,花卉,花卉2025新款,554.18,北京,1000+人付款,诚信农资店,回头客1万,未提供,退货宝,,,,,1000
943736796053,农资园艺,农具,农具官方正品,518.75,贵州,5000+人付款,黔品质农资店,回头客5万,未提供,未提供,,,,,5000
752527021211,母婴用品,童装,童装百搭热销,850.12,澳门,2000+人付款,澳时尚母婴店,回头客3千,先用后付,未提供,,羊毛,,春秋季,2000
671357118015,医药健康,药品,药品2025新款,888.8,贵州,1万+人付款,黔品质医药店,回头客1万,未提供,未提供,,,,,10000
526300544320,家居生活,家纺,家纺官方正品办公,2794.47,重庆,200+人付款,时尚家居店,皇冠店铺,未提供,未提供,,,,,200
271290787054,运动户外,运动鞋,夏季运动鞋宽松热销,1114.13,贵州,5万+人付款,时尚运动店专卖店,5年老店,未提供,未提供,休闲风,,,秋季,50000
935251314120,数码家电,家电,家电2025新款家用,1326.97,四川,1000+人付款,诚信数码店,回头客5万,先用后付,未提供,,,,,1000
566420788573,家居生活,收纳,收纳官方正品办公,676.08,北京,2000+人付款,优品家居店专卖店,皇冠店铺,未提供,未提供,,,,,2000
899772996012,钟表珠宝,戒指,戒指官方正品,3064.86,吉林,100+人付款,优品钟表店,极速发货,未提供,未提供,,,,,100
270605981771,食品生鲜,肉类,肉类高品质,471.44,上海,1000+人付款,优品食品店旗舰店,回头客5万,未提供,退货宝,,,,,1000
142053307899,图书音像,经管,经管官方正品,205.2,广西,500+人付款,桂品质图书店,回头客3千,未提供,未提供,,,,,500
227135445319,家居生活,收纳,收纳2025新款办公,286.7,河南,200+人付款,豫时尚家居店专卖店,回头客10万,未提供,未提供,,,,,200
983643848353,医药健康,保健品,保健品高品质,1415.92,贵州,500+人付款,诚信医药店专卖店,8年老店,未提供,未提供,,,,,500
762344994057,母婴用品,玩具,秋季玩具百搭正品,971.68,湖南,500+人付款,品质母婴店,回头客1万,未提供,未提供,时尚风,,,夏季,500
852619369298,数码家电,耳机,耳机高品质户外,5002.46,湖北,5000+人付款,时尚数码店专卖店,8年老店,先用后付,未提供,,,,,5000
305550247180,宠物用品,护理,夏季护理修身热销,272.6,山东,200+人付款,品质宠物店旗舰店,金牌卖家,未提供,退货宝,,,,春秋季,200
813561287690,玩具乐器,益智玩具,益智玩具高品质,2105.97,广东,2000+人付款,优品玩具店旗舰店,回头客3千,先用后付,未提供,,,,,2000
275144015114,玩具乐器,乐器,乐器官方正品,1110.57,福建,500+人付款,闽诚信玩具店,回头客5万,未提供,未提供,,,,,500
793025187395,美妆护肤,身体护理,身体护理高品质,415.28,广东,200+人付款,品质美妆店,5年老店,先用后付,未提供,,,,,200
600397881027,美妆护肤,面部护理,面部护理高品质,881.19,北京,100+人付款,京品质美妆店,皇冠店铺,先用后付,未提供,,,,,100
396103788728,数码家电,手机,手机2025新款户外,5467.53,广东,5000+人付款,时尚数码店旗舰店,正品保障,未提供,未提供,,,,,5000
359553969270,医药健康,保健品,保健品2025新款,1555.82,湖北,2000+人付款,优品医药店旗舰店,5年老店,未提供,退货宝,,,,,2000
444601746167,食品生鲜,粮油,粮油2025新款,150.25,山东,200+人付款,诚信食品店旗舰店,回头客10万,先用后付,未提供,,,,,200
811395633821,服饰鞋包,箱包,秋季箱包百搭热销,87.03,北京,2000+人付款,诚信服饰店,8年老店,未提供,未提供,通勤风,莫代尔,标准型,,2000
517521082604,礼品鲜花,永生花,永生花官方正品,1741.38,宁夏,200+人付款,宁时尚礼品店旗舰店,金牌卖家,未提供,退货宝,,,,,200
894753616839,汽车用品,装饰,装饰2025新款,346.08,陕西,1万+人付款,陕时尚汽车店旗舰店,,未提供,未提供,,,,,10000
330825150658,医药健康,计生用品,计生用品官方正品,422.23,浙江,500+人付款,品质医药店,回头客1万,先用后付,退货宝,,,,,500
430987980433,钟表珠宝,手表,手表高品质,169.99,宁夏,500+人付款,品质钟表店专卖店,8年老店,未提供,未提供,,,,,500
515334834851,宠物用品,服饰,冬季服饰百搭热销,127.16,宁夏,50万+人付款,优品宠物店,金牌卖家,未提供,未提供,,,,夏季,500000
569884305395,汽车用品,清洁,清洁高品质,329.75,陕西,500+人付款,陕优品汽车店专卖店,回头客5万,未提供,未提供,,,,,500
295641843558,运动户外,运动鞋,夏季运动鞋宽松正品,1268.57,广东,2000+人付款,粤诚信运动店,皇冠店铺,未提供,未提供,时尚风,,标准型,秋季,2000
696061144538,母婴用品,纸尿裤,纸尿裤修身2025新款,997.34,江西,1000+人付款,赣优品母婴店专卖店,,未提供,未提供,通勤风,,,春秋季,1000
706608643510,美妆护肤,美发,美发2025新款,455.06,甘肃,1000+人付款,甘诚信美妆店旗舰店,回头客5万,未提供,退货宝,,,,,1000
815747157166,玩具乐器,益智玩具,益智玩具2025新款,2090.89,吉林,500+人付款,诚信玩具店,,先用后付,未提供,,,,,500
752657262130,运动户外,健身器材,冬季健身器材宽松正品,380.96,黑龙江,2000+人付款,优品运动店,正品保障,未提供,未提供,,,,,2000
697855165398,数码家电,家电,家电2025新款办公,1053.36,广东,2万+人付款,时尚数码店专卖店,金牌卖家,先用后付,未提供,,,,,20000
702840569308,钟表珠宝,戒指,戒指高品质,2353.97,四川,200+人付款,诚信钟表店专卖店,8年老店,未提供,未提供,,,,,200
498268622407,母婴用品,辅食,冬季辅食宽松热销,117.95,四川,1万+人付款,时尚母婴店,皇冠店铺,未提供,未提供,休闲风,丝光棉,,,10000
760734231647,家居生活,家具,家具2025新款户外,1541.39,广东,500+人付款,粤时尚家居店,皇冠店铺,未提供,未提供,,,,,500
202955548101,玩具乐器,益智玩具,益智玩具官方正品,1690.28,上海,2000+人付款,诚信玩具店,,未提供,未提供,,,,,2000
674992614331,玩具乐器,乐器,乐器官方正品,1195.37,海南,2000+人付款,品质玩具店,回头客10万,未提供,未提供,,,,,2000
625858469158,食品生鲜,零食,零食高品质,202.14,浙江,2000+人付款,优品食品店旗舰店,8年老店,未提供,未提供,,,,,2000
358765699090,食品生鲜,零食,零食2025新款,137.09,江苏,1万+人付款,苏时尚食品店旗舰店,,未提供,未提供,,,,,10000
840195163670,礼品鲜花,礼盒,礼盒2025新款,171.1,甘肃,5000+人付款,品质礼品店旗舰店,回头客1万,未提供,未提供,,,,,5000
426773249707,农资园艺,花卉,花卉2025新款,161.8,黑龙江,500+人付款,优品农资店旗舰店,金牌卖家,先用后付,未提供,,,,,500
535596980145,宠物用品,服饰,服饰宽松正品,38.64,山东,1万+人付款,优品宠物店旗舰店,回头客5万,未提供,未提供,休闲风,,,春秋季,10000
887802837355,钟表珠宝,手表,手表2025新款,815.87,江西,500+人付款,赣时尚钟表店专卖店,8年老店,未提供,未提供,,,,,500
761029730244,母婴用品,玩具,冬季玩具修身热销,1066.28,河北,100+人付款,品质母婴店专卖店,5年老店,未提供,未提供,时尚风,聚酯纤维,,夏季,100
667039126954,数码家电,电脑,电脑2025新款户外,767.23,辽宁,2000+人付款,时尚数码店专卖店,极速发货,先用后付,未提供,,,,,2000
247828787241,农资园艺,花卉,花卉2025新款,415.89,河北,1000+人付款,优品农资店,极速发货,未提供,未提供,,,,,1000
474321510607,汽车用品,清洁,清洁高品质,350.4,澳门,200+人付款,时尚汽车店,回头客3千,未提供,未提供,,,,,200
160441723610,玩具乐器,益智玩具,益智玩具官方正品,1820.2,宁夏,2000+人付款,宁优品玩具店旗舰店,,未提供,未提供,,,,,2000
158207740709,宠物用品,玩具,夏季玩具百搭2025新款,88.82,广东,5000+人付款,诚信宠物店,回头客3千,未提供,未提供,休闲风,,,春季,5000
675570551599,玩具乐器,乐器,乐器2025新款,1803.18,浙江,1000+人付款,优品玩具店,8年老店,未提供,未提供,,,,,1000
930889870274,玩具乐器,益智玩具,益智玩具官方正品,691.83,重庆,10万+人付款,优品玩具店专卖店,皇冠店铺,未提供,未提供,,,,,100000
893521839609,农资园艺,花卉,花卉官方正品,535.3,陕西,1000+人付款,时尚农资店旗舰店,回头客1万,未提供,未提供,,,,,1000
356762020735,钟表珠宝,戒指,戒指高品质,2814.35,甘肃,200+人付款,品质钟表店旗舰店,8年老店,未提供,未提供,,,,,200
945829879198,母婴用品,辅食,冬季辅食宽松2025新款,172.95,陕西,500+人付款,诚信母婴店,正品保障,未提供,未提供,,羊毛,,,500
134764366074,礼品鲜花,礼盒,礼盒高品质,1426.79,四川,1万+人付款,时尚礼品店,5年老店,先用后付,未提供,,,,,10000
384816139042,玩具乐器,模型,模型高品质,127.68,江西,2000+人付款,赣优品玩具店,5年老店,未提供,未提供,,,,,2000
248277410345,玩具乐器,益智玩具,益智玩具官方正品,2082.05,四川,200+人付款,品质玩具店旗舰店,8年老店,未提供,未提供,,,,,200
676340593832,食品生鲜,粮油,粮油官方正品,473.67,广东,200+人付款,粤诚信食品店专卖店,回头客10万,未提供,未提供,,,,,200
159926936555,母婴用品,玩具,冬季玩具百搭2025新款,1168.02,河北,2000+人付款,优品母婴店旗舰店,,未提供,未提供,通勤风,纯棉,,夏季,2000
156214460303,钟表珠宝,手表,手表高品质,1558.71,湖北,500+人付款,诚信钟表店,回头客3千,未提供,未提供,,,,,500
283555055642,数码家电,家电,家电官方正品办公,2731.42,福建,2000+人付款,优品数码店,回头客3千,先用后付,未提供,,,,,2000
349171259722,母婴用品,玩具,春季玩具百搭热销,755.58,云南,1000+人付款,诚信母婴店旗舰店,5年老店,未提供,未提供,通勤风,丝光棉,,夏季,1000
436797935473,食品生鲜,零食,零食官方正品,391.7,河北,200+人付款,冀品质食品店,5年老店,先用后付,未提供,,,,,200
417505180283,宠物用品,服饰,冬季服饰宽松热销,273.71,重庆,1万+人付款,品质宠物店专卖店,极速发货,未提供,未提供,,,,夏季,10000
897214873798,运动户外,户外装备,冬季户外装备宽松正品,1447.97,河北,10万+人付款,品质运动店,正品保障,未提供,未提供,,,标准型,夏季,100000
393546343471,医药健康,药品,药品2025新款,546.08,广东,2000+人付款,诚信医药店旗舰店,回头客1万,先用后付,未提供,,,,,2000
307254258403,家居生活,装饰,装饰高品质户外,1573.75,四川,200+人付款,川诚信家居店,,未提供,未提供,,,,,200
359261305789,宠物用品,护理,冬季护理百搭热销,123.37,上海,1万+人付款,沪优品宠物店专卖店,皇冠店铺,未提供,未提供,时尚风,,,春秋季,10000
898996947427,美妆护肤,美发,美发高品质,637.02,广东,100+人付款,粤优品美妆店,极速发货,未提供,退货宝,,,,,100
912846732570,图书音像,小说,小说2025新款,182.33,陕西,2万+人付款,优品图书店,回头客3千,未提供,未提供,,,,,20000
